Date,Open,High,Low,Close,Adj Close,Volume,SMA20,Signal,Position,Daily_Return,Position_Holding,Entry_Price,Strategy_Return,Cumulative_Strategy_Return
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,40.56892395019531,102223600,43.064998626708984,0,,,,,0.0,0.0
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.56186294555664,118071600,43.061248779296875,0,0.0,-0.00017414826572337283,0.0,,0.0,0.0
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.75026321411133,89738400,43.12666575113932,0,0.0,0.004644969352628925,0.0,,0.0,0.0
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.2142333984375,94640000,43.28249931335449,0,0.0,0.01138531604115589,0.0,,0.0,0.0
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.06114196777344,82271200,43.343499755859376,0,0.0,-0.0037142508370535676,0.0,,0.0,0.0
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.056434631347656,86336000,43.38333320617676,0,0.0,-0.0001147362877008673,0.0,,0.0,0.0
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.04701614379883,95839600,43.41035679408482,0,0.0,-0.00022949890725432187,0.0,,0.0,0.0
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.28017807006836,74670800,43.461562156677246,0,0.0,0.00568021992828216,0.0,,0.0,0.0
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.70643997192383,101672400,43.551666259765625,0,0.0,0.01032632115015475,0.0,,0.0,0.0
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.494483947753906,118263600,43.60124969482422,0,0.0,-0.0050821272522202365,0.0,,0.0,0.0
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.1798210144043,137547200,43.70795440673828,0,0.0,0.01651628141089967,0.0,,0.0,0.0
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.217498779296875,124773600,43.80020809173584,0,0.0,0.0008932908870358247,0.0,,0.0,0.0
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.02910232543945,129700400,43.862884521484375,0,0.0,-0.0044627235160282774,0.0,,0.0,0.0
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.68524169921875,108434400,43.89053562709263,0,0.0,-0.008181142322873924,0.0,,0.0,0.0
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.69466781616211,130756400,43.91516647338867,0,0.0,0.0002259507691120266,0.0,,0.0,0.0
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.03053283691406,204420400,43.892656087875366,0,0.0,-0.015928559491481753,0.0,,0.0,0.0
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.29810333251953,166116000,43.82705867991728,0,0.0,-0.017850996375621597,0.0,,0.0,0.0
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,40.392303466796875,156572000,43.77430534362793,0,0.0,0.002337641838920046,0.0,,0.0,0.0
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.55622863769531,202561600,43.680394624408926,0,0.0,-0.020698431034159137,0.0,,0.0,0.0
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.323081970214844,184192800,43.583499908447266,0,0.0,-0.005894293007802864,0.0,,0.0,0.0
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.43141174316406,129915600,43.523124885559085,0,0.0,0.0027549347290840576,0.0,,0.0,0.0
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.51384735107422,188923200,43.46749992370606,0,0.0,0.0020904623951898404,0.0,,0.0,0.0
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,37.79933166503906,346375200,43.310874938964844,0,0.0,-0.043390146812870234,0.0,,0.0,0.0
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,36.854942321777344,290954000,43.07950000762939,0,0.0,-0.024984389450691147,0.0,,0.0,0.0
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.39516830444336,272975200,42.93799991607666,0,0.0,0.04179176341340529,0.0,,0.0,0.0
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,37.573246002197266,206434400,42.75312480926514,0,0.0,-0.021407136841659957,0.0,,0.0,0.0
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,36.53935623168945,217562000,42.51387481689453,0,0.0,-0.027516607586757447,0.0,,0.0,0.0
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,36.98628616333008,282690400,42.27799987792969,0,0.0,0.008121236320935088,0.0,,0.0,0.0
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.47605514526367,243278000,42.098250007629396,0,0.0,0.04027877312353767,0.0,,0.0,0.0
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,38.86148452758789,130196800,41.95012493133545,0,0.0,0.0100177589377759,0.0,,0.0,0.0
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,39.577999114990234,162579600,41.80349979400635,1,1.0,0.0184373788902068,0.0,41.842498779296875,,
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,40.90695571899414,204588800,41.72512493133545,1,0.0,0.03357836254964108,1.0,41.842498779296875,0.03357836254964098,0.03357836254964108
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,40.774532318115234,160704400,41.649749755859375,1,0.0,-0.003237255330366118,1.0,41.842498779296875,0.030232405486126053,0.06482592270792797
2018-02-20,43.01250076293945,43.564998626708984,42.85499954223633,42.962501525878906,40.637386322021484,135722000,41.58537483215332,1,0.0,-0.003363606083056414,1.0,41.842498779296875,0.02676710950007111,0.09332823477956542
2018-02-21,43.20750045776367,43.529998779296875,42.752498626708984,42.76750183105469,40.45293426513672,149886400,41.5107500076294,1,0.0,-0.0045388347488741765,1.0,41.842498779296875,0.0221067832644711,0.11749820510276399
2018-02-22,42.95000076293945,43.48749923706055,42.9275016784668,43.125,40.79108810424805,123967600,41.4892499923706,1,0.0,0.008359108052594433,1.0,41.842498779296875,0.030650684307068438,0.1517502898010843
2018-02-23,43.41749954223633,43.912498474121094,43.3849983215332,43.875,41.50050735473633,135249600,41.54412498474121,1,0.0,0.017391304347825987,1.0,41.842498779296875,0.04857504403414789,0.20769661084451463
2018-02-26,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,42.32103729248047,152648800,41.637375068664554,1,0.0,0.019772086727653182,1.0,41.842498779296875,0.06930756074524376,0.2913991170624459
2018-02-27,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,42.183895111083984,155712400,41.76774997711182,1,0.0,-0.0032407768178949192,1.0,41.842498779296875,0.06584217359118077,0.37642764190356903
2018-02-28,44.814998626708984,45.154998779296875,44.51250076293945,44.529998779296875,42.12004089355469,151128400,41.90712490081787,1,0.0,-0.0015135617096515563,1.0,41.842498779296875,0.06422895568870136,0.46483415192409727
2018-03-01,44.6349983215332,44.94499969482422,43.165000915527344,43.75,41.382259368896484,195208000,42.001749992370605,1,0.0,-0.01751625422589309,1.0,41.842498779296875,0.04558765074630131,0.5316124996432676
2018-03-02,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,41.66838836669922,153816000,42.10712509155273,1,0.0,0.006914324079241085,1.0,41.842498779296875,0.05281718261681357,0.6125079567351204
2018-03-05,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,41.812644958496094,113605600,42.31112518310547,1,0.0,0.003461781891547666,1.0,41.842498779296875,0.05646180607470671,0.7035530682822202
2018-03-06,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,41.777164459228516,95154000,42.563375091552736,1,0.0,-0.0008483720679774986,1.0,41.842498779296875,0.05556553338754791,0.7982119031753157
2018-03-07,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,41.38935089111328,126814000,42.713375091552734,1,0.0,-0.009282840361384603,1.0,41.842498779296875,0.04576688705013147,0.8805104642401425
2018-03-08,43.869998931884766,44.279998779296875,43.76750183105469,44.23500061035156,41.84101104736328,95096400,42.93087520599365,1,0.0,0.010912436013427618,1.0,41.842498779296875,0.057178751290027315,0.9880357043732233
2018-03-09,44.4900016784668,45.0,44.34749984741211,44.994998931884766,42.55988311767578,128740800,43.24125022888184,1,0.0,0.01718092711759467,1.0,41.842498779296875,0.07534206236621095,1.1378184143983647
2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,42.971343994140625,128828400,43.557625198364256,1,0.0,0.009667771610563536,1.0,41.842498779296875,0.08573822382839993,1.3211111681165266
2018-03-13,45.647499084472656,45.875,44.810001373291016,44.99250030517578,42.557525634765625,126774000,43.77337512969971,1,0.0,-0.009630200243475606,1.0,41.842498779296875,0.07528234732093692,1.4958498652451806
2018-03-14,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,42.195716857910156,117473600,43.949625205993655,1,0.0,-0.008501410062339176,1.0,41.842498779296875,0.06614093115356703,1.6609276993520017
2018-03-15,44.625,45.060001373291016,44.51750183105469,44.662498474121094,42.245384216308594,90975200,44.09062519073486,1,0.0,0.0011768182705953478,1.0,41.842498779296875,0.06739558528037809,1.8402624790385995
2018-03-16,44.662498474121094,44.779998779296875,44.404998779296875,44.505001068115234,42.096405029296875,157618800,44.153500175476076,1,0.0,-0.0035263904032847293,1.0,41.842498779296875,0.06363153173193688,2.020992731100574
2018-03-19,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,41.45320510864258,133787200,44.18937530517578,0,-1.0,-0.015279188604782501,1.0,41.842498779296875,0.04738010495261087,2.1641276837611936
2018-03-20,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,41.43902587890625,78597600,44.231750297546384,0,0.0,-0.0003422564606346823,0.0,41.842498779296875,0.0,2.1641276837611936
2018-03-21,43.7599983215332,43.772499084472656,42.814998626708984,42.817501068115234,40.50022888183594,148219600,44.23425025939942,0,0.0,-0.02265465131395461,0.0,41.842498779296875,0.0,2.1641276837611936
2018-03-22,42.5,43.16999816894531,42.150001525878906,42.212501525878906,39.92796325683594,165963200,44.18862533569336,0,0.0,-0.014129725629570933,0.0,41.842498779296875,0.0,2.1641276837611936
2018-03-23,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,39.00337600708008,164115200,44.05662536621094,0,0.0,-0.023156668763827604,0.0,41.842498779296875,0.0,2.1641276837611936
2018-03-26,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,40.85493469238281,150164800,43.97912540435791,0,0.0,0.04747181832882674,0.0,41.842498779296875,0.0,2.1641276837611936
2018-03-27,43.41999816894531,43.787498474121094,41.72999954223633,42.084999084472656,39.807376861572266,163690400,43.85350036621094,0,0.0,-0.0256410709325684,0.0,41.842498779296875,0.0,2.1641276837611936
2018-03-28,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,39.36753463745117,166674000,43.708000373840335,0,0.0,-0.011049071229740193,0.0,41.842498779296875,0.0,2.1641276837611936
2018-03-29,41.95249938964844,42.9375,41.724998474121094,41.94499969482422,39.67495346069336,153594000,43.617750358581546,0,0.0,0.007808764326768802,0.0,41.842498779296875,0.0,2.1641276837611936
2018-04-02,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,39.41482925415039,150347200,43.49862518310547,0,0.0,-0.006556240979370909,0.0,41.842498779296875,0.0,2.1641276837611936
2018-04-03,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,39.81918716430664,121112000,43.39325008392334,0,0.0,0.010259219996447966,0.0,41.842498779296875,0.0,2.1641276837611936
2018-04-04,41.220001220703125,43.002498626708984,41.192501068115234,42.90250015258789,40.580623626708984,138422000,43.33000011444092,0,0.0,0.01912228298814922,0.0,41.842498779296875,0.0,2.1641276837611936
2018-04-05,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,40.862030029296875,107732800,43.30212516784668,0,0.0,0.006934342038190433,0.0,41.842498779296875,0.0,2.1641276837611936
2018-04-06,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,39.81683349609375,140021200,43.19512519836426,0,0.0,-0.025578692655586432,0.0,41.842498779296875,0.0,2.1641276837611936
2018-04-09,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,40.21173858642578,116070800,43.071000289916995,0,0.0,0.00991803136071634,0.0,41.842498779296875,0.0,2.1641276837611936
2018-04-10,43.25,43.5,42.88249969482422,43.3125,40.968441009521484,113634400,42.965125274658206,1,1.0,0.018817976423488814,0.0,43.3125,,
2018-04-11,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,40.77689743041992,89726400,42.87100028991699,1,0.0,-0.00467531058351367,1.0,43.3125,-0.004675310583513709,2.1493344041137163
2018-04-12,43.352500915527344,43.75,43.2599983215332,43.53499984741211,41.17890167236328,91557200,42.81725025177002,1,0.0,0.009858483670688978,1.0,43.3125,0.005137081614132395,2.165512791977843
2018-04-13,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,41.31840515136719,100497200,42.7682502746582,1,0.0,0.0033880575396723067,1.0,43.3125,0.00854254388189935,2.1925543239120273
2018-04-16,43.75749969482422,44.04750061035156,43.70750045776367,43.95500183105469,41.576175689697266,86313600,42.740750312805176,1,0.0,0.006238262595618549,1.0,43.3125,0.014834097109487734,2.2399129847802537
2018-04-17,44.122501373291016,44.73500061035156,44.102500915527344,44.560001373291016,42.14842987060547,106421600,42.77750034332276,1,0.0,0.01376406590907897,1.0,43.3125,0.028802340508883476,2.333230061787048
2018-04-18,44.45249938964844,44.70500183105469,44.220001220703125,44.459999084472656,42.053829193115234,83018000,42.81000022888183,1,0.0,-0.002244216466256721,1.0,43.3125,0.026493485355790044,2.4215389436164823
2018-04-19,43.439998626708984,43.84749984741211,43.165000915527344,43.20000076293945,40.862030029296875,139235200,42.829125213623044,1,0.0,-0.028340043802952963,1.0,43.3125,-0.002597384982638889,2.4126518897468188
2018-04-20,42.650001525878906,42.80500030517578,41.35749816894531,41.43000030517578,39.18782424926758,261964400,42.79000015258789,0,-1.0,-0.04097223209500789,1.0,43.3125,-0.043463196417297977,2.2643271303588897
2018-04-23,41.70750045776367,41.72999954223633,41.022499084472656,41.310001373291016,39.07432174682617,146062000,42.79375019073486,0,0.0,-0.0028964260439499068,0.0,43.3125,0.0,2.2643271303588897
2018-04-24,41.41749954223633,41.58250045776367,40.30500030517578,40.73500061035156,38.53043746948242,134768000,42.67087516784668,0,0.0,-0.013919165911991938,0.0,43.3125,0.0,2.2643271303588897
2018-04-25,40.654998779296875,41.35499954223633,40.602500915527344,40.912498474121094,38.698326110839844,113528400,42.6122501373291,0,0.0,0.004357379676199757,0.0,43.3125,0.0,2.2643271303588897
2018-04-26,41.029998779296875,41.432498931884766,40.842498779296875,41.05500030517578,38.83311462402344,111852000,42.584000205993654,0,0.0,0.0034830879650340485,0.0,43.3125,0.0,2.2643271303588897
2018-04-27,41.0,41.08250045776367,40.157501220703125,40.58000183105469,38.383827209472656,142623200,42.515750312805174,0,0.0,-0.011569808076732913,0.0,43.3125,0.0,2.2643271303588897
2018-04-30,40.532501220703125,41.814998626708984,40.459999084472656,41.314998626708984,39.07904052734375,169709600,42.49800033569336,0,0.0,0.01811229084499022,0.0,43.3125,0.0,2.2643271303588897
2018-05-01,41.602500915527344,42.29999923706055,41.317501068115234,42.275001525878906,39.987091064453125,214277600,42.5068754196167,0,0.0,0.02323618373665659,0.0,43.3125,0.0,2.2643271303588897
2018-05-02,43.807498931884766,44.4375,43.45000076293945,44.14250183105469,41.75352478027344,266157600,42.56887550354004,1,1.0,0.04417504997681854,0.0,44.14250183105469,,
2018-05-03,43.970001220703125,44.375,43.61000061035156,44.22249984741211,41.82919692993164,136272800,42.62000045776367,1,0.0,0.0018122673849252369,1.0,44.14250183105469,0.0018122673849252124,2.270242963950966
2018-05-04,44.5625,46.0625,44.54249954223633,45.95750045776367,43.47029495239258,224805200,42.813125419616696,1,0.0,0.03923343583782257,1.0,44.14250183105469,0.04111680469891525,2.404704905217739
2018-05-07,46.29499816894531,46.91749954223633,46.1875,46.290000915527344,43.784793853759766,169805600,43.002000427246095,1,0.0,0.00723495521844697,1.0,44.14250183105469,0.048649238158084404,2.570341205009675
2018-05-08,46.247501373291016,46.55500030517578,45.91749954223633,46.51250076293945,43.995262145996094,113611200,43.162000465393064,1,0.0,0.004806650313490701,1.0,44.14250183105469,0.05368972834741886,2.7620318544142406
2018-05-09,46.63750076293945,46.849998474121094,46.30500030517578,46.84000015258789,44.30503463745117,92844800,43.348500442504886,1,0.0,0.007041104741230875,1.0,44.14250183105469,0.061108868089472135,2.991925362754033
2018-05-10,46.935001373291016,47.592498779296875,46.912498474121094,47.5099983215332,44.93877410888672,111957200,43.54725036621094,1,0.0,0.014303974525249785,1.0,44.14250183105469,0.07628694230714056,3.2964571425968616
2018-05-11,47.372501373291016,47.51499938964844,46.86249923706055,47.147499084472656,44.76785659790039,104848800,43.72050037384033,1,0.0,-0.007629956848393515,1.0,44.14250183105469,0.06807491938084767,3.58893811620241
2018-05-14,47.252498626708984,47.38249969482422,46.96500015258789,47.037498474121094,44.663414001464844,83115200,43.87462520599365,1,0.0,-0.002333116548864589,1.0,44.14250183105469,0.06558297611101298,3.8898943350522295
2018-05-15,46.69499969482422,46.76750183105469,46.275001525878906,46.61000061035156,44.25748062133789,94780800,43.97712516784668,1,0.0,-0.009088448102841373,1.0,44.14250183105469,0.05589848053335675,4.163231998350318
2018-05-16,46.51750183105469,47.1150016784668,46.5,47.04499816894531,44.6705322265625,76732400,44.10637512207031,1,0.0,0.009332708708378323,1.0,44.14250183105469,0.06575287347779392,4.502729338674343
2018-05-17,47.0,47.227500915527344,46.59000015258789,46.747501373291016,44.38804626464844,69176000,44.28375015258789,1,0.0,-0.006323664730221501,1.0,44.14250183105469,0.05901340962065012,4.827464159169101
2018-05-18,46.79750061035156,46.95249938964844,46.532501220703125,46.57749938964844,44.22663116455078,73190800,44.54112510681152,1,0.0,-0.0036366004310063316,1.0,44.14250183105469,0.0551622009987822,5.148919908430386
2018-05-21,47.0,47.317501068115234,46.727500915527344,46.907501220703125,44.53997039794922,73603200,44.82100009918213,1,0.0,0.00708500532186207,1.0,44.14250183105469,0.0626380308082863,5.534076143092334
2018-05-22,47.095001220703125,47.220001220703125,46.69499969482422,46.790000915527344,44.428401947021484,60962800,45.12375011444092,1,0.0,-0.00250493635597715,1.0,44.14250183105469,0.05997619017167066,5.925965136446616
2018-05-23,46.587501525878906,47.125,46.439998626708984,47.09000015258789,44.713260650634766,80233600,45.432625198364256,1,0.0,0.006411609984837474,1.0,44.14250183105469,0.06677234409626527,6.388428063736167
2018-05-24,47.192501068115234,47.209999084472656,46.5525016784668,47.037498474121094,44.663414001464844,92936000,45.731750106811525,1,0.0,-0.0011149220279608185,1.0,44.14250183105469,0.06558297611101298,6.8729831649381135
2018-05-25,47.057498931884766,47.412498474121094,46.912498474121094,47.14500045776367,44.76548385620117,69844000,46.060000038146974,1,0.0,0.0022854528223206216,1.0,44.14250183105469,0.06801831573118261,7.4084902195971605
2018-05-29,46.900001525878906,47.1875,46.717498779296875,46.974998474121094,44.604061126708984,90056400,46.34300003051758,1,0.0,-0.0036059387420067646,1.0,44.14250183105469,0.0641671071093147,7.948038712145676
2018-05-30,46.93000030517578,47.0,46.69499969482422,46.875,44.50910568237305,74762000,46.57299995422363,1,0.0,-0.002128759496952015,1.0,44.14250183105469,0.061901751273711746,8.50193797889246
2018-05-31,46.80500030517578,47.057498931884766,46.53499984741211,46.717498779296875,44.35955047607422,109931200,46.70174980163574,1,0.0,-0.0033600260416666305,1.0,44.14250183105469,0.058333733735740634,9.056221498926694
2018-06-01,46.997501373291016,47.564998626708984,46.9375,47.560001373291016,45.1595344543457,93770000,46.86862487792969,1,0.0,0.01803398332548367,1.0,44.14250183105469,0.07741970664272779,9.83477121730789
2018-06-04,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,45.53696823120117,105064800,46.968624877929685,1,0.0,0.008357844259775149,1.0,44.14250183105469,0.08642461275326029,10.771162124033895
2018-06-05,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,45.88829803466797,86264000,47.07049980163574,1,0.0,0.007715142122776575,1.0,44.14250183105469,0.0948065330463341,11.88714519493987
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.04735565185547,83734400,47.169624710083006,1,0.0,0.003465926115602036,1.0,44.14250183105469,0.09860105160075121,13.15783126329251
2018-06-07,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,45.92390060424805,85388800,47.24587478637695,1,0.0,-0.002680632153442497,1.0,44.14250183105469,0.09565610629802453,14.512114275563514
2018-06-08,47.79249954223633,48.0,47.442501068115234,47.92499923706055,45.50611114501953,106627200,47.26662483215332,1,0.0,-0.009097538015844786,1.0,44.14250183105469,0.08568833321868574,15.84132149253433
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,45.39454650878906,73234000,47.299624824523924,1,0.0,-0.002451753928979006,1.0,44.14250183105469,0.08302649258207011,17.23959734650649
2018-06-12,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,45.643798828125,67644400,47.351249885559085,1,0.0,0.005490786357877919,1.0,44.14250183105469,0.08897315967276004,18.86243195358406
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.26873779296875,86553600,47.40449981689453,1,0.0,-0.008217192849414579,1.0,44.14250183105469,0.0800248572118926,20.45192023455056
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.29246139526367,86440400,47.437249946594235,1,0.0,0.0005244158632198292,1.0,44.14250183105469,0.08059123937968622,22.180757073327158
2018-06-15,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,44.82719039916992,246876800,47.46037483215332,0,-1.0,-0.01027257171130913,1.0,44.14250183105469,0.06949078838254595,23.79160615765694
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,44.80345916748047,73939600,47.49074993133545,0,0.0,-0.0005295003530271236,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.07945251464844,134314000,47.46649990081787,0,0.0,-0.016159812244300742,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.27173614501953,82514800,47.4582498550415,0,0.0,0.004362095686057943,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.02484893798828,102847600,47.42199993133545,0,0.0,-0.005576371507414524,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-22,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,43.89667892456055,108801600,47.38162498474121,0,0.0,-0.002911725037058832,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-25,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,43.24387741088867,126652400,47.301499938964845,0,0.0,-0.014871295842689536,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,43.780338287353516,98276800,47.258124923706056,0,0.0,0.012405964371476896,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,43.71625900268555,101141200,47.21637496948242,0,0.0,-0.0014639105589864254,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.03434753417969,69460800,47.199250030517575,0,0.0,0.007276261464184142,0.0,44.14250183105469,0.0,23.79160615765694
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,43.94176483154297,90950800,47.13512496948242,0,0.0,-0.00210242258570581,0.0,44.14250183105469,0.0,23.79160615765694
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.433143615722656,70925200,47.07699985504151,0,0.0,0.011182497210331377,0.0,44.14250183105469,0.0,23.79160615765694
